id,uvrstitev,naslov,avtor,leto,žanr1,žanr2,ocena,nagrade,kritike,bralci
14817,498,A Scanner Darkly,Philip K. Dick,1977,Fiction,Science Fiction,4.04,4,2048,59138
14836,142,Midnight's Children,Salman Rushdie,1981,Fiction,Cultural,3.99,5,4551,80069
14891,38,A Tree Grows in Brooklyn,Betty  Smith,1943,Classics,Historical Fiction,4.23,1,15575,299908
14905,580,The Complete Novels,Jane Austen,1813,Romance,Historical Fiction,4.54,0,581,22321
149267,54,The Stand,Stephen King,1978,Horror,Fiction,4.34,1,13130,449229
14940,984,Who's Afraid of Virginia Woolf?,Edward Albee,1962,Plays,Drama,4.09,1,1039,45186
14942,117,Mrs. Dalloway,Virginia Woolf,1925,Fiction,Classics,3.77,0,5905,147379
1499952,1012,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",Jean Webster,1912,Classics,Young Adult,4.09,0,2617,26869
15047,1388,The Passion,Jeanette Winterson,1987,Fiction,Historical Fiction,4.12,2,985,14308
151926,1217,"The Ghost Road (Regeneration, #3)",Pat Barker,1995,Fiction,Historical Fiction,4.11,5,408,12248
15195,495,"The Complete Maus (Maus, #1-2)",Art Spiegelman,1986,Sequential Art,Sequential Art,4.52,1,4350,77790
15196,198,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,1986,Sequential Art,Nonfiction,4.35,4,4593,181791
15197,912,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,1991,Sequential Art,Sequential Art,4.41,6,2250,86199
152380,569,"Mary Poppins (Mary Poppins, #1)",P.L. Travers,1934,Classics,Fantasy,4.05,1,3072,84052
15241,41,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,1954,Fantasy,Classics,4.41,0,6575,509092
153492,1283,"The 39 Steps (Richard Hannay, #1)",John Buchan,1915,Fiction,Classics,3.6,0,1591,19819
1547992,895,Selected Poems,Pablo Neruda,1961,Poetry,Classics,4.39,0,109,2853
15575,724,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,1977,Fantasy,Fiction,3.75,0,2941,63111
15581,740,Ferdydurke,Witold Gombrowicz,1937,Fiction,European Literature,3.85,1,189,6873
15622,208,Native Son,Richard Wright,1940,Fiction,Classics,3.95,0,2800,67721
157993,75,The Little Prince,Antoine de Saint-Exupéry,1943,Classics,Fiction,4.28,1,22670,797586
15836,933,Fugitive Pieces,Anne Michaels,1996,Fiction,Historical Fiction,3.95,6,899,11126
158420,754,Alcoholics Anonymous - Big Book,Alcoholics Anonymous,1972,Nonfiction,Self Help,4.42,0,310,5786
158446,1286,Captain Blood,Rafael Sabatini,1922,Classics,Adventure,4.16,0,592,10732
15881,34,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,1998,Fantasy,Young Adult,4.36,8,31517,1807239
159178,489,"North and South (North and South, #1)",John Jakes,1982,Historical Fiction,Fiction,4.19,0,690,49201
15931,202,"The Notebook (The Notebook, #1)",Nicholas Sparks,1996,Fiction,Womens Fiction,4.06,0,16867,1049163
159582,1096,The Yearling,Marjorie Kinnan Rawlings,1930,Classics,Fiction,3.98,1,831,22314
159835,595,Thoughts from Walden Pond,Henry David Thoreau,1998,Classics,Nonfiction,3.76,0,54,1808
161099,1081,"Good Night, Mr. Tom",Michelle Magorian,1981,Historical Fiction,Classics,4.27,3,1294,29125
161156,1215,The Longest Day,Cornelius Ryan,1959,History,War,4.31,2,382,14965
1617,40,Night,Elie Wiesel,1958,Nonfiction,Classics,4.29,0,20895,669940
161915,1277,Suddenly Last Summer,Tennessee Williams,1958,Plays,Drama,3.95,0,97,5218
16213,748,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,1994,Nonfiction,Science,4.09,1,3741,73554
162332,1168,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,1963,Fiction,Cultural,3.89,0,696,9852
1624,494,West with the Night,Beryl Markham,1942,Nonfiction,Autobiography,4.18,0,2074,20424
16286,218,The Magus,John Fowles,1965,Fiction,Classics,4.04,0,1935,35684
16297,1350,"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,1936,Mystery,Mystery,3.89,0,961,21543
16299,109,And Then There Were None,Agatha Christie,1939,Mystery,Classics,4.22,0,15747,425142
16304,171,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,1934,Mystery,Fiction,4.15,0,7142,155254
16319,1259,"The Body in the Library (Miss Marple, #3)",Agatha Christie,1942,Mystery,Fiction,3.84,0,1616,39483
16328,361,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,1926,Mystery,Fiction,4.19,0,4617,77194
16331,923,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,1930,Fiction,Classics,4.03,0,1980,94158
16343,773,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,1920,Mystery,Fiction,3.97,1,3440,136275
16396,687,"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,1923,Fiction,Humor,4.26,0,760,13530
163977,559,Tortilla Flat,John Steinbeck,1935,Fiction,Classics,3.82,1,1664,33109
16415,1222,"Leave It to Psmith (Psmith, #4 ; Blandings Castle, #2)",P.G. Wodehouse,1923,Humor,Fiction,4.3,0,452,5996
164154,327,A Canticle for Leibowitz,Walter M. Miller Jr.,1959,Science Fiction,Fiction,3.97,1,3361,68512
1643980,1101,Bastard Out of Carolina / Two or Three Things I Know For Sure,Dorothy Allison,1995,Fiction,Adult Fiction,4.0,0,11,448
16527,610,Daughter of Fortune,Isabel Allende,1998,Historical Fiction,Fiction,3.88,1,3017,94821
16532,1391,Of Love and Shadows,Isabel Allende,1984,Historical Fiction,Fiction,3.96,0,530,18701
165395,1007,Rubyfruit Jungle,Rita Mae Brown,1973,Fiction,Glbt,3.87,0,754,23464
16631,120,Steppenwolf,Hermann Hesse,1927,Fiction,Classics,4.11,0,2744,91977
16634,230,The Glass Bead Game,Hermann Hesse,1943,Fiction,Classics,4.11,1,999,21904
16690,340,The Moon is a Harsh Mistress,Robert A. Heinlein,1966,Science Fiction,Fiction,4.17,2,2607,82477
166997,566,Stoner,John  Williams,1965,Fiction,Classics,4.27,1,6306,49499
16707,1462,Wonder Boys,Michael Chabon,1995,Fiction,Contemporary,3.93,0,1600,28371
16729,577,Beach Music,Pat Conroy,1975,Fiction,American,4.12,0,2312,33901
16735,352,The Prince of Tides,Pat Conroy,1986,American,Contemporary,4.22,0,3315,160211
1677,875,Sobre héroes y tumbas,Ernesto Sabato,1961,Fiction,Classics,4.27,0,203,5675
16791,1164,Death: The High Cost of Living Collected,Neil Gaiman,1993,Sequential Art,Sequential Art,4.2,0,437,34491
16793,438,Stardust,Neil Gaiman,1999,Fantasy,Fiction,4.07,4,12972,261707
168642,44,In Cold Blood,Truman Capote,1965,Nonfiction,Classics,4.04,1,11097,390483
168668,128,Catch-22,Joseph Heller,1961,Classics,Fiction,3.97,1,13157,558484
16948,945,"Children of God (The Sparrow, #2)",Mary Doria Russell,1998,Science Fiction,Fiction,4.05,2,1255,13438
169718,599,Babbitt,Sinclair Lewis,1922,Fiction,Classics,3.64,0,922,16657
16981,85,Invisible Man,Ralph Ellison,1952,Classics,Fiction,3.83,1,3870,122284
169875,1425,"Searching for Dragons (Enchanted Forest Chronicles, #2)",Patricia C. Wrede,1991,Young Adult,Fantasy,4.25,1,760,35431
17125,138,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,1962,Fiction,Cultural,3.94,0,2709,69170
17136,1066,The Time Machine/The Invisible Man,H.G. Wells,1968,Classics,Fantasy,4.08,0,211,46730
17143,1084,Go Tell It on the Mountain,James     Baldwin,1953,Fiction,Cultural,3.99,0,1197,28415
17150,174,My Ántonia,Willa Cather,1918,Classics,Fiction,3.76,0,5634,97642
171547,850,Songs of Innocence and of Experience,William Blake,1789,Poetry,Classics,4.11,0,517,27987
17214,409,Starship Troopers,Robert A. Heinlein,1959,Science Fiction,Fiction,3.99,1,3816,138766
17250,114,The Crucible,Arthur Miller,1953,Classics,Plays,3.54,0,5117,243432
17267,413,The Great Divorce,C.S. Lewis,1945,Religion,Fantasy,4.28,0,3629,78172
172732,865,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,1993,Biography,Autobiography,3.79,0,1186,21723
17343,424,Till We Have Faces,C.S. Lewis,1956,Fiction,Fantasy,4.18,1,2982,37033
17349,499,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,1995,Nonfiction,Philosophy,4.27,0,1714,41663
17383917,147,The Screwtape Letters,C.S. Lewis,1942,Fiction,Classics,4.2,2,8265,227364
174479,1265,The Book of the SubGenius,SubGenius Foundation,1987,Humor,Philosophy,4.09,0,63,1919
17470674,10,Fahrenheit 451,Ray Bradbury,1953,Classics,Science Fiction,3.97,4,28601,1115505
174834,785,The Cost of Discipleship,Dietrich Bonhoeffer,1937,Religion,Nonfiction,4.35,0,761,23655
175516,1115,The Fall of the House of Usher,Edgar Allan Poe,1839,Classics,Horror,3.91,0,720,25404
17567,971,"A Girl of the Limberlost (Limberlost, #2)",Gene Stratton-Porter,1909,Classics,Young Adult,4.14,0,1196,15102
175675,314,Ragtime,E.L. Doctorow,1974,Fiction,Historical Fiction,3.87,2,1723,29185
17660,1180,The Tommyknockers,Stephen King,1987,Horror,Fiction,3.47,0,1758,91471
17689,496,Franz Kafka's The Castle,David Fishelson,2003,Fiction,Classics,4.06,0,223,21143
17690,108,The Trial,Franz Kafka,1925,Classics,Fiction,3.98,1,4469,149780
17716,90,Waiting for Godot,Samuel Beckett,1952,Plays,Classics,3.81,0,3554,105918
17717,236,Labyrinths:  Selected Stories and Other Writings,Jorge Luis Borges,1962,Fiction,Short Stories,4.46,0,1008,22452
17728,159,The House of Mirth,Edith Wharton,1905,Classics,Literature,3.94,0,3327,65631
17799,1294,"South of the Border, West of the Sun",Haruki Murakami,1992,Fiction,Cultural,3.87,1,3160,56388
17841,221,Foucault's Pendulum,Umberto Eco,1988,Fiction,Mystery,3.89,3,2550,47086
17878917,901,"I, the Sun",Janet E. Morris,1983,Historical Fiction,Fiction,4.44,0,52,254
594139,78,Rebecca,Daphne du Maurier,1938,Classics,Fiction,4.2,2,13962,314209
179033,572,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Stephen R. Donaldson,1977,Fantasy,Fiction,3.77,2,267,11969
17961,423,Collected Fictions,Jorge Luis Borges,1998,Fiction,Short Stories,4.6,0,662,15709
179780,528,The Exorcist,William Peter Blatty,1971,Horror,Fiction,4.13,2,2671,123339
18114322,11,The Grapes of Wrath,John Steinbeck,1939,Classics,Fiction,3.92,4,12422,527708
18116,146,His Dark Materials (His Dark Materials #1-3),Philip Pullman,2000,Fantasy,Young Adult,4.25,1,4432,99188
18122,378,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,2000,Fantasy,Young Adult,4.06,7,6387,209160
18131,32,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L&#39;Engle,1962,Fantasy,Young Adult,4.04,3,17962,616414
18194,1472,The Cyberiad,Stanisław Lem,1965,Science Fiction,Short Stories,4.2,1,399,7459
183586,1321,The Cruel Sea,Nicholas Monsarrat,1951,Fiction,Historical Fiction,4.18,1,203,4310
18373,92,Flowers for Algernon,Daniel Keyes,1958,Fiction,Classics,4.05,3,10451,316082
18405,17,Gone with the Wind,Margaret Mitchell,1936,Classics,Historical Fiction,4.28,1,15463,866024
1842,166,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1997,History,Nonfiction,3.99,4,7519,177265
18423,265,The Left Hand of Darkness,Ursula K. Le Guin,1969,Science Fiction,Fiction,4.05,3,4257,66731
184356,1431,History of the Russian Revolution,Leon Trotsky,1930,History,Politics,4.18,0,40,989
184419,652,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,1908,Fiction,Classics,3.85,0,2163,21863
1845,210,Into the Wild,Jon Krakauer,1996,Nonfiction,Biography,3.94,1,16547,629964
18452,469,The Painted Bird,Jerzy Kosiński,1965,Fiction,Historical Fiction,3.94,0,1053,15231
1848,302,Wild Swans: Three Daughters of China,Jung Chang,1991,Biography,Nonfiction,4.22,2,4259,64076
18512,39,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,1955,Fantasy,Fiction,4.5,0,6271,488775
1852,107,The Call of the Wild,Jack London,1903,Fiction,Classics,3.82,0,6409,239259
18521,196,A Room of One's Own,Virginia Woolf,1928,Classics,Nonfiction,4.09,0,3162,66810
18545,247,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,1966,Plays,Drama,4.06,0,1451,67593
18646,1138,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,1999,History,Nonfiction,3.74,2,1306,21407
1868171,1447,William Golding's Lord of the Flies,Harold Bloom,1996,Classics,Fiction,3.74,0,22,412
187181,255,The Chosen,Chaim Potok,1967,Fiction,Classics,4.03,2,3376,71021
1875,1123,"The History of Sexuality, Volume 1: An Introduction",Michel Foucault,1976,Nonfiction,Philosophy,4.04,0,525,13357
18765,229,"I, Claudius (Claudius, #1)",Robert Graves,1934,Historical Fiction,Fiction,4.27,3,1745,40267
18789,940,Sanctuary,William Faulkner,1931,Literature,Literature,3.65,0,543,8548
18796,696,In Search of Lost Time  (À la recherche du temps perdu #1-7),Marcel Proust,1927,Fiction,Cultural,4.34,0,408,7666
18798,935,"The Guermantes Way  (In Search of Lost Time, #3)",Marcel Proust,1920,Fiction,Classics,4.32,1,368,4671
18799,1439,"Sodom and Gomorrah (In Search of Lost Time, #4)",Marcel Proust,1921,Classics,Fiction,4.37,1,281,3632
18801,1013,"The Captive & The Fugitive (In Search of Lost Time, #5-6)",Marcel Proust,1925,Cultural,Literature,4.4,0,168,1918
18825,795,Money,Martin Amis,1984,Fiction,Contemporary,3.71,0,826,15738
18830,998,London Fields,Martin Amis,1989,Fiction,Mystery,3.76,0,582,8454
188458,1318,A High Wind in Jamaica,Richard  Hughes,1928,Fiction,Classics,3.79,1,598,6446
188572,52,The Complete Sherlock Holmes,Arthur Conan Doyle,1894,Classics,Mystery,4.5,1,2603,120123
18864,1385,The Rum Diary,Hunter S. Thompson,1998,Fiction,Classics,3.83,0,1788,42033
189147,1042,"To Your Scattered Bodies Go (Riverworld, #1)",Philip José Farmer,1971,Science Fiction,Fantasy,3.94,1,634,23245
189783,927,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry Brooks,1982,Fantasy,Fiction,3.96,0,1193,53917
1898,359,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,1997,Nonfiction,Adventure,4.1,2,10054,293518
18989,486,"Tinker, Tailor, Soldier, Spy",John le Carré,1974,Fiction,Spy Thriller,4.03,0,2842,46744
18999,638,Smiley's People,John le Carré,1979,Spy Thriller,Thriller,4.23,0,564,23972
19000,1080,The Constant Gardener,John le Carré,2000,Fiction,Thriller,3.77,0,962,15752
191139,227,"Oh, The Places You'll Go!",Dr. Seuss,1990,Childrens,Childrens,4.34,0,3851,249627
191940,452,The Man Without Qualities: Vol. 1,Robert Musil,1930,Fiction,Classics,4.37,0,147,2031
19302,331,Pippi Longstocking,Astrid Lindgren,1945,Childrens,Classics,4.11,1,2432,125688
19312,1031,The Brothers Lionheart,Astrid Lindgren,1973,Fantasy,Childrens,4.35,4,568,18778
19314,1294,"Ronia, the Robber's Daughter",Astrid Lindgren,1981,Childrens,Fantasy,4.27,2,529,17422
19321,318,The Tale of Peter Rabbit,Beatrix Potter,1901,Childrens,Classics,4.16,1,1281,161614
193755,846,The Diving Bell and the Butterfly,Jean-Dominique Bauby,1997,Nonfiction,Autobiography,4.01,0,3518,43517
1938342,1403,"The Naomi Poems, Book One: Corpse and Beans",Bill Knott,1968,Poetry,,4.69,0,6,61
19494,464,The Spy Who Came In from the Cold,John le Carré,1963,Fiction,Thriller,4.05,3,2548,42379
19534,433,The Brothers K,David James Duncan,1992,Fiction,Sports,4.39,1,1521,11033
19543,56,Where the Wild Things Are,Maurice Sendak,1963,Childrens,Childrens,4.22,3,8668,610279
19581,1102,Ghost Story,Peter Straub,1979,Horror,Fiction,3.95,0,1267,52463
196564,1458,Barney's Version,Mordecai Richler,1997,Cultural,Fiction,4.14,5,511,7138
19668,1307,"Without Remorse (Jack Ryan Universe, #1)",Tom Clancy,1993,Fiction,Thriller,4.16,0,891,48167
19691,267,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,1984,Fiction,Thriller,4.0,0,2019,268685
200883,1078,Backlash: The Undeclared War Against American Women,Susan Faludi,1991,Feminism,Nonfiction,3.97,2,199,7155
203073,1280,The Apprenticeship of Duddy Kravitz,Mordecai Richler,1959,Fiction,Cultural,3.7,0,203,6378
2050,791,"Farewell, My Lovely",Raymond Chandler,1940,Mystery,Mystery,4.17,0,1079,23063
205189,869,Auto-da-Fé,Elias Canetti,1935,Fiction,European Literature,4.05,0,225,2984
2052,348,The Big Sleep,Raymond Chandler,1939,Mystery,Fiction,4.04,0,3642,85873
2054,437,The Long Goodbye,Raymond Chandler,1953,Mystery,Fiction,4.23,1,1421,23745
205476,514,Our Town,Thornton Wilder,1938,Plays,Classics,3.63,1,1161,35560
207274,1147,Fool for Love and Other Plays,Sam Shepard,1984,Plays,Drama,4.17,0,31,2143
2075382,1188,El llano en llamas,Juan Rulfo,1953,Short Stories,Fiction,4.16,0,411,8506
209574,1299,"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",Thich Nhat Hanh,1998,Religion,Nonfiction,4.32,0,318,7767
210329,1068,"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,1973,Young Adult,Childrens,4.07,3,1749,41803
210404,678,A Sand County Almanac and Sketches Here and There,Aldo Leopold,1949,Nonfiction,Environment,4.24,2,849,18399
210834,523,Kim,Rudyard Kipling,1901,Classics,Fiction,3.72,0,1249,25594
2122,76,The Fountainhead,Ayn Rand,1943,Classics,Novels,3.84,0,9862,247313
2137,1411,A Home at the End of the World,Michael Cunningham,1990,Fiction,Glbt,3.89,2,758,14501
214614,686,Desert Solitaire,Edward Abbey,1968,Nonfiction,Environment,4.22,0,1719,28345
21484,391,"The Winds of War (The Henry Family, #1)",Herman Wouk,1971,Historical Fiction,Audiobook,4.36,0,1112,41822
214888,1369,Residence on Earth,Pablo Neruda,1933,Poetry,European Literature,4.4,0,91,3063
21611,664,"The Forever War (The Forever War, #1)",Joe Haldeman,1974,Science Fiction,Fiction,4.15,4,4075,96303
216363,428,The Man in the High Castle,Philip K. Dick,1962,Science Fiction,Fiction,3.68,2,6688,96533
216377,1228,"VALIS (VALIS Trilogy, #1)",Philip K. Dick,1981,Science Fiction,Fiction,3.94,1,1064,18149
2165,35,The Old Man and the Sea,Ernest Hemingway,1952,Classics,Fiction,3.72,3,15485,535888
21704,1172,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,1987,Mystery,Mystery,3.75,0,1840,62836
2176,1497,Flaubert's Parrot,Julian Barnes,1984,Fiction,European Literature,3.67,3,654,9017
21787,105,The Princess Bride,William Goldman,1973,Fantasy,Fiction,4.25,0,14915,632299
218427,995,"Gateway (Heechee Saga, #1)",Frederik Pohl,1977,Science Fiction,Fiction,4.07,6,1013,30377
218659,695,Everything That Rises Must Converge: Stories,Flannery O&#39;Connor,1965,Short Stories,Fiction,4.27,1,824,14512
219205,797,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,1977,Fantasy,Fiction,3.71,1,1216,33352
219919,934,The Robe,Lloyd C. Douglas,1942,Historical Fiction,Fiction,4.19,0,907,18643
22034,562,The Godfather,Mario Puzo,1969,Mystery,Thriller,4.35,0,5466,260723
220969,1215,"Die Trying (Jack Reacher, #2)",Lee Child,1998,Fiction,Thriller,4.0,0,3184,69345
220970,1315,"Tripwire  (Jack Reacher, #3)",Lee Child,1999,Thriller,Fiction,4.07,0,2541,63152
222093,1321,City,Clifford D. Simak,1952,Science Fiction,Fiction,4.11,1,459,9124
22232,616,"Stargirl (Stargirl, #1)",Jerry Spinelli,2000,Young Adult,Fiction,3.74,9,11334,236876
22283,789,Survivor,Chuck Palahniuk,1999,Fiction,Contemporary,3.93,1,2985,85671
22328,195,Neuromancer,William Gibson,1984,Fiction,Science Fiction,3.87,6,6208,194284
223452,1439,Walking Across Egypt,Clyde Edgerton,1987,Fiction,Humor,3.89,0,486,4666
2247142,407,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,1955,Fiction,Mystery,3.92,1,2025,35122
22478,744,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,1976,Psychology,Science,4.24,1,362,2879
22584,1047,"Flow My Tears, the Policeman Said",Philip K. Dick,1974,Science Fiction,Fiction,3.93,4,1089,23885
22590,538,Ubik,Philip K. Dick,1969,Science Fiction,Fiction,4.1,0,2729,54290
22628,118,The Perks of Being A Wallflower,Stephen Chbosky,1999,Young Adult,Fiction,4.21,0,45314,911684
226728,914,The Mammoth Hunters (Earth's Children #3),Jean M. Auel,1985,Historical Fiction,Fiction,3.87,0,1215,49652
226748,1065,The Plains of Passage (Earth's Children #4),Jean M. Auel,1990,Historical Fiction,Fiction,3.77,0,1006,40952
2270120,887,"Dollanganger Boxed Set: Flowers in the Attic / If There Be Thorns / Petals on the Wind / Seeds of Yesterday / Garden of Shadows(Dollanganger, prequel-4",V.C. Andrews,1979,Fiction,Young Adult,4.16,0,152,3612
227265,444,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1992,Fiction,Philosophy,3.97,0,4201,63863
227443,300,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,1996,Womens Fiction,Fiction,3.74,2,7904,727115
227463,87,A Clockwork Orange,Anthony Burgess,1962,Science Fiction,Science Fiction,3.97,1,9366,435906
227603,1203,Prozac Nation,Elizabeth Wurtzel,1994,Nonfiction,Autobiography,3.57,0,1489,45125
227711,192,I Know This Much Is True,Wally Lamb,1998,Fiction,Contemporary,4.16,1,7589,250316
2279,812,Truman,David McCullough,1992,Biography,History,4.18,4,1689,47686
228250,1230,Four Arguments for the Elimination of Television,Jerry Mander,1977,Nonfiction,Philosophy,4.11,0,120,1019
228296,491,Rosemary's Baby,Ira Levin,1967,Horror,Fiction,3.96,1,2073,79829
228560,93,Sophie's Choice,William Styron,1979,Fiction,Classics,4.18,2,1951,69188
228630,460,Black Boy,Richard Wright,1945,Classics,Nonfiction,4.02,0,1399,38474
228665,347,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,1990,Fantasy,Fiction,4.17,0,7785,257514
228991,1017,"The Second Chronicles of Thomas Covenant (The Second Chronicles of Thomas Covenant, #1-3)",Stephen R. Donaldson,1983,Fantasy,Fiction,3.99,0,27,2936
22904,290,The Complete Stories,Franz Kafka,1946,Fiction,Short Stories,4.35,0,438,19582
22911,704,Amerika,Franz Kafka,1927,Fiction,Literature,3.72,0,574,15801
229123,938,Christy,Catherine Marshall,1967,Historical Fiction,Fiction,4.2,0,1287,38139
231804,69,The Outsiders,S.E. Hinton,1967,Fiction,Young Adult,4.05,1,21164,651546
231821,1346,The Incredible Journey,Sheila Burnford,1960,Fiction,Animals,4.16,6,675,42506
231850,1154,Corduroy,Don Freeman,1948,Childrens,Childrens,4.28,0,1847,159307
23196,1092,The River Why,David James Duncan,1983,Fiction,Philosophy,4.24,0,762,8106
232576,598,Harriet the Spy (Harriet the Spy #1),Louise Fitzhugh,1964,Childrens,Fiction,3.96,2,1888,75121
233093,205,The Cat in the Hat,Dr. Seuss,1957,Childrens,Childrens,4.15,1,4105,311373
233649,1105,"The Great Hunt (Wheel of Time, #2)",Robert Jordan,1990,Fantasy,Fiction,4.2,0,2875,166193
233667,822,Firestarter,Stephen King,1980,Horror,Fiction,3.84,0,1743,142430
233818,254,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O&#39;Dell,1960,Young Adult,Fiction,3.8,5,6479,240086
234225,65,Dune,Frank Herbert,1965,Science Fiction,Fiction,4.18,3,12365,501650
23522,370,Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,1942,Fantasy,Classics,3.98,0,1586,34360
23529,870,From Hell,Alan Moore,1999,Sequential Art,Sequential Art,4.16,3,1176,25676
235773,997,Waiting,Ha Jin,1999,Fiction,Cultural,3.48,2,1438,15540
2363958,1401,Grande Sertão: Veredas,João Guimarães Rosa,1956,Fiction,Classics,4.53,0,113,2149
23772,45,Green Eggs and Ham,Dr. Seuss,1960,Childrens,Childrens,4.29,0,7112,453272
23807,1061,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,1988,Horror,Fiction,4.13,4,3605,354472
23876,1394,Of Love and Other Demons,Gabriel García Márquez,1994,Fiction,Magical Realism,3.98,0,1643,38739
23878,567,Chronicle of a Death Foretold,Gabriel García Márquez,1981,Fiction,Classics,3.95,0,3670,75916
23887,893,The Autumn of the Patriarch,Gabriel García Márquez,1975,Cultural,Novels,3.84,2,663,12976
23930,1265,The Wild Boys,William S. Burroughs,1969,Fiction,Novels,3.59,0,110,2708
23940,710,Junky,William S. Burroughs,1953,Fiction,Classics,3.85,0,1154,41587
239404,1477,Psychotic Reactions and Carburetor Dung,Lester Bangs,1987,Music,Nonfiction,4.05,0,251,7044
23944,1071,Cities of the Red Night,William S. Burroughs,1981,Literature,Fiction,3.79,0,182,3749
239592,1297,Sacred Hunger,Barry Unsworth,1992,Fiction,Historical Fiction,4.1,1,412,4921
240130,804,The Paper Bag Princess,Robert Munsch,1980,Childrens,Childrens,4.32,0,1510,38231
240485,1196,Storm of Steel,Ernst Jünger,1920,History,Nonfiction,4.05,1,411,4943
240976,827,The Book of Laughter and Forgetting,Milan Kundera,1978,Fiction,Literature,4.01,1,1317,30899
24113,395,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,1979,Science,Nonfiction,4.3,2,1317,32182
24178,31,Charlotte's Web,E.B. White,1952,Classics,Childrens,4.14,5,12324,1028667
24192,1088,The Runaway Jury,John Grisham,1996,Fiction,Thriller,3.95,0,1633,220452
243360,1094,Let Us Now Praise Famous Men,James Agee,1941,Nonfiction,History,4.1,0,275,2678
24337,400,Ella Enchanted,Gail Carson Levine,1997,Fantasy,Young Adult,3.96,7,8228,335871
243381,859,Berlin Alexanderplatz,Alfred Döblin,1929,Fiction,European Literature,3.81,0,195,4333
243598,596,The Sheltering Sky,Paul Bowles,1949,Fiction,Classics,3.92,0,1325,19017
243705,401,The Collector,John Fowles,1963,Fiction,Classics,3.99,0,2163,34837
24384,1416,The Cricket in Times Square,George Selden,1960,Childrens,Fiction,4.0,4,1220,50894
244261,1070,The Street of Crocodiles,Bruno Schulz,1933,Fiction,Short Stories,4.18,1,497,5490
24731,805,The Tortilla Curtain,T.C. Boyle,1995,Fiction,Contemporary,3.64,2,2558,21781
24736,1309,World's End,T.C. Boyle,1987,Fiction,Historical Fiction,4.01,2,214,3081
24738,1290,The Road to Wellville,T.C. Boyle,1993,Fiction,Historical Fiction,3.66,0,343,5036
24780,1435,"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander,1964,Fantasy,Young Adult,4.0,0,2272,57084
24790,1487,Paula,Isabel Allende,1994,Nonfiction,Autobiography,4.07,0,1382,22503
24800,203,House of Leaves,Mark Z. Danielewski,2000,Horror,Fiction,4.14,3,7770,84175
24830,419,The Illustrated Man,Ray Bradbury,1951,Science Fiction,Short Stories,4.13,1,2404,55053
24835,1007,The Sot-Weed Factor,John Barth,1960,Fiction,Historical Fiction,4.08,0,321,5777
248596,284,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,1962,Horror,Fantasy,3.95,0,4329,69100
